"stname","clock","crazy","day"
"yangcheonguchong",5,29,"sun"
"yeoksam",5,63,"sun"
"yeongdeungpoguchong",5,56,"sun"
"wangshipri",5,27,"sun"
"yongdap",5,10,"sun"
"yongdu",5,6,"sun"
"eulji4ga",5,17,"sun"
"euljiipgu",5,25,"sun"
"ewhadae",5,38,"sun"
"jamsil",5,30,"sun"
"jonghapwoondongjang",5,32,"sun"
"chungjeongro",5,38,"sun"
"hanyangdae",5,26,"sun"
"hapjeong",5,56,"sun"
"hongdae",5,63,"sun"
"karaksijang",5,5,"sun"
"kyeongbokgoong",5,25,"sun"
"keongchalhospital",5,3,"sun"
"expressterminal",5,20,"sun"
"gupabal",5,22,"sun"
"geumho",5,34,"sun"
"southterminal",5,19,"sun"
"nokbeon",5,26,"sun"
"daecheong",5,9,"sun"
"daechi",5,8,"sun"
"dokok",5,8,"sun"
"dokripmoon",5,22,"sun"
"dongdaeipgu",5,28,"sun"
"maebong",5,10,"sun"
"mooakjae",5,26,"sun"
"boolkwang",5,25,"sun"
"suseo",5,5,"sun"
"sinsa",5,26,"sun"
"ankook",5,27,"sun"
"apgujeong",5,22,"sun"
"yaksu",5,30,"sun"
"yangjae",5,11,"sun"
"yeonsinnae",5,26,"sun"
"ogum",5,2,"sun"
"oksu",5,34,"sun"
"ilwon",5,8,"sun"
"jamwon",5,23,"sun"
"jichook",5,45,"sun"
"choongmuro",5,62,"sun"
"hakyeowool",5,9,"sun"
"hongje",5,29,"sun"
"killeum",5,43,"sun"
"namtaeryeong",5,24,"sun"
"nowon",5,8,"sun"
"dangkokae",5,2,"sun"
"dongjak",5,7,"sun"
"myeongdong",5,32,"sun"
"mia",5,40,"sun"
"mia4keori",5,44,"sun"
"samkakji",5,36,"sun"
"sangkye",5,5,"sun"
"sungsinyeodae",5,45,"sun"
"sooyou",5,40,"sun"
"sookmyeong",5,30,"sun"
"sinyongsan",5,37,"sun"
"ssangmoon",5,13,"sun"
"ichon",5,37,"sun"
"changdong",5,9,"sun"
"chongsindae",5,12,"sun"
"hanseongdae",5,38,"sun"
"hyehwa",5,43,"sun"
"hoihyeon",5,31,"sun"
"kyodae",5,93,"sun"
"dongdaemon",5,65,"sun"
"dongyeoksa",5,59,"sun"
"sadang",5,82,"sun"
"seoulstation",5,43,"sun"
"sichong",5,51,"sun"
"sinsuldong",5,33,"sun"
"eulji3ga",5,50,"sun"
"jongro3ga",5,49,"sun"
"dongmyo",6,30,"sun"
"jegidong",6,29,"sun"
"jongkak",6,28,"sun"
"jongro5",6,30,"sun"
"cheongryangri",6,26,"sun"
"kangnam",6,49,"sun"
"kangbyeon",6,23,"sun"
"keondae",6,28,"sun"
"gurodigital",6,48,"sun"
"gooui",6,26,"sun"
"kkachisan",6,9,"sun"
"nakseongdae",6,58,"sun"
"dangsan",6,39,"sun"
"daerim",6,48,"sun"
"dorimcheon",6,30,"sun"
"ttooksum",6,27,"sun"
"moonrae",6,45,"sun"
"bangbae",6,57,"sun"
"bongcheon",6,53,"sun"
"samseong",6,35,"sun"
"sangwangshipri",6,26,"sun"
"seouldaeipgu",6,56,"sun"
"seocho",6,56,"sun"
"seonreung",6,41,"sun"
"seongnae",6,25,"sun"
"seongsu",6,25,"sun"
"seongsuG",6,5,"sun"
"sindap",6,12,"sun"
"sindang",6,25,"sun"
"sindaebang",6,49,"sun"
"sindorim",6,39,"sun"
"sindorimG",6,12,"sun"
"sinrim",6,51,"sun"
"sinjeongnegeori",6,25,"sun"
"sincheon",6,31,"sun"
"sinchon",6,25,"sun"
"ahyeon",6,25,"sun"
"yangcheonguchong",6,29,"sun"
"yeoksam",6,47,"sun"
"yeongdeungpoguchong",6,42,"sun"
"wangshipri",6,26,"sun"
"yongdap",6,14,"sun"
"yongdu",6,11,"sun"
"eulji4ga",6,11,"sun"
"euljiipgu",6,18,"sun"
"ewhadae",6,24,"sun"
"jamsil",6,27,"sun"
"jonghapwoondongjang",6,24,"sun"
"chungjeongro",6,26,"sun"
"hanyangdae",6,26,"sun"
"hapjeong",6,32,"sun"
"hongdae",6,30,"sun"
"karaksijang",6,7,"sun"
"kyeongbokgoong",6,27,"sun"
"keongchalhospital",6,5,"sun"
"expressterminal",6,29,"sun"
"gupabal",6,16,"sun"
"geumho",6,26,"sun"
"southterminal",6,24,"sun"
"nokbeon",6,25,"sun"
"daecheong",6,12,"sun"
"daechi",6,14,"sun"
"dokok",6,14,"sun"
"dokripmoon",6,27,"sun"
"dongdaeipgu",6,23,"sun"
"maebong",6,16,"sun"
"mooakjae",6,26,"sun"
"boolkwang",6,22,"sun"
"suseo",6,8,"sun"
"sinsa",6,27,"sun"
"ankook",6,27,"sun"
"apgujeong",6,26,"sun"
"yaksu",6,26,"sun"
"yangjae",6,17,"sun"
"yeonsinnae",6,20,"sun"
"ogum",6,3,"sun"
"oksu",6,25,"sun"
"ilwon",6,11,"sun"
"jamwon",6,28,"sun"
"jichook",6,22,"sun"
"choongmuro",6,52,"sun"
"hakyeowool",6,13,"sun"
"hongje",6,25,"sun"
"killeum",6,29,"sun"
"namtaeryeong",6,42,"sun"
"nowon",6,11,"sun"
"dangkokae",6,1,"sun"
"dongjak",6,23,"sun"
"myeongdong",6,21,"sun"
"mia",6,25,"sun"
"mia4keori",6,27,"sun"
"samkakji",6,21,"sun"
"sangkye",6,6,"sun"
"sungsinyeodae",6,32,"sun"
"sooyou",6,23,"sun"
"sookmyeong",6,21,"sun"
"sinyongsan",6,21,"sun"
"ssangmoon",6,21,"sun"
"ichon",6,21,"sun"
"changdong",6,16,"sun"
"chongsindae",6,24,"sun"
"hanseongdae",6,32,"sun"
"hyehwa",6,33,"sun"
"hoihyeon",6,21,"sun"
"kyodae",6,79,"sun"
"dongdaemon",6,63,"sun"
"dongyeoksa",6,48,"sun"
"sadang",6,77,"sun"
"seoulstation",6,43,"sun"
"sichong",6,48,"sun"
"sinsuldong",6,37,"sun"
"eulji3ga",6,42,"sun"
"jongro3ga",6,58,"sun"
"dongmyo",7,30,"sun"
"jegidong",7,29,"sun"
"jongkak",7,26,"sun"
"jongro5",7,30,"sun"
"cheongryangri",7,27,"sun"
"kangnam",7,36,"sun"
"kangbyeon",7,21,"sun"
"keondae",7,22,"sun"
"gurodigital",7,35,"sun"
"gooui",7,23,"sun"
"kkachisan",7,8,"sun"
"nakseongdae",7,38,"sun"
"dangsan",7,30,"sun"
"daerim",7,36,"sun"
"dorimcheon",7,22,"sun"
"ttooksum",7,20,"sun"
"moonrae",7,31,"sun"
"bangbae",7,39,"sun"
"bongcheon",7,36,"sun"
"samseong",7,33,"sun"
"sangwangshipri",7,21,"sun"
"seouldaeipgu",7,37,"sun"
"seocho",7,38,"sun"
"seonreung",7,36,"sun"
"seongnae",7,22,"sun"
"seongsu",7,19,"sun"
"seongsuG",7,4,"sun"
"sindap",7,9,"sun"
"sindang",7,21,"sun"
"sindaebang",7,35,"sun"
"sindorim",7,32,"sun"
"sindorimG",7,7,"sun"
"sinrim",7,37,"sun"
"sinjeongnegeori",7,18,"sun"
"sincheon",7,29,"sun"
"sinchon",7,21,"sun"
"ahyeon",7,22,"sun"
"yangcheonguchong",7,22,"sun"
"yeoksam",7,37,"sun"
"yeongdeungpoguchong",7,30,"sun"
"wangshipri",7,20,"sun"
"yongdap",7,11,"sun"
"yongdu",7,9,"sun"
"eulji4ga",7,9,"sun"
"euljiipgu",7,14,"sun"
"ewhadae",7,22,"sun"
"jamsil",7,27,"sun"
"jonghapwoondongjang",7,23,"sun"
"chungjeongro",7,21,"sun"
"hanyangdae",7,20,"sun"
"hapjeong",7,27,"sun"
"hongdae",7,25,"sun"
"karaksijang",7,6,"sun"
"kyeongbokgoong",7,30,"sun"
"keongchalhospital",7,4,"sun"
"expressterminal",7,24,"sun"
"gupabal",7,15,"sun"
"geumho",7,24,"sun"
"southterminal",7,22,"sun"
"nokbeon",7,27,"sun"
"daecheong",7,10,"sun"
"daechi",7,12,"sun"
"dokok",7,12,"sun"
"dokripmoon",7,30,"sun"
"dongdaeipgu",7,25,"sun"
"maebong",7,14,"sun"
"mooakjae",7,30,"sun"
"boolkwang",7,24,"sun"
"suseo",7,9,"sun"
"sinsa",7,24,"sun"
"ankook",7,31,"sun"
"apgujeong",7,23,"sun"
"yaksu",7,25,"sun"
"yangjae",7,16,"sun"
"yeonsinnae",7,20,"sun"
"ogum",7,2,"sun"
"oksu",7,25,"sun"
"ilwon",7,9,"sun"
"jamwon",7,24,"sun"
"jichook",7,26,"sun"
"choongmuro",7,52,"sun"
"hakyeowool",7,11,"sun"
"hongje",7,29,"sun"
"killeum",7,29,"sun"
"namtaeryeong",7,42,"sun"
"nowon",7,9,"sun"
"dangkokae",7,2,"sun"
"dongjak",7,21,"sun"
"myeongdong",7,22,"sun"
"mia",7,25,"sun"
"mia4keori",7,27,"sun"
"samkakji",7,19,"sun"
"sangkye",7,5,"sun"
"sungsinyeodae",7,30,"sun"
"sooyou",7,21,"sun"
"sookmyeong",7,19,"sun"
"sinyongsan",7,19,"sun"
"ssangmoon",7,19,"sun"
"ichon",7,19,"sun"
"changdong",7,14,"sun"
"chongsindae",7,22,"sun"
"hanseongdae",7,32,"sun"
"hyehwa",7,32,"sun"
"hoihyeon",7,22,"sun"
"kyodae",7,64,"sun"
"dongdaemon",7,62,"sun"
"dongyeoksa",7,44,"sun"
"sadang",7,60,"sun"
"seoulstation",7,40,"sun"
"sichong",7,41,"sun"
"sinsuldong",7,35,"sun"
"eulji3ga",7,42,"sun"
"jongro3ga",7,61,"sun"
"dongmyo",8,50,"sun"
"jegidong",8,48,"sun"
"jongkak",8,44,"sun"
"jongro5",8,53,"sun"
"cheongryangri",8,46,"sun"
"kangnam",8,51,"sun"
"kangbyeon",8,33,"sun"
"keondae",8,34,"sun"
"gurodigital",8,58,"sun"
"gooui",8,36,"sun"
"kkachisan",8,15,"sun"
"nakseongdae",8,65,"sun"
"dangsan",8,46,"sun"
"daerim",8,59,"sun"
"dorimcheon",8,40,"sun"
"ttooksum",8,31,"sun"
"moonrae",8,51,"sun"
"bangbae",8,62,"sun"
"bongcheon",8,60,"sun"
"samseong",8,38,"sun"
"sangwangshipri",8,31,"sun"
"seouldaeipgu",8,63,"sun"
"seocho",8,61,"sun"
"seonreung",8,44,"sun"
"seongnae",8,34,"sun"
"seongsu",8,33,"sun"
"seongsuG",8,5,"sun"
"sindap",8,15,"sun"
"sindang",8,31,"sun"
"sindaebang",8,57,"sun"
"sindorim",8,56,"sun"
"sindorimG",8,11,"sun"
"sinrim",8,60,"sun"
"sinjeongnegeori",8,31,"sun"
"sincheon",8,39,"sun"
"sinchon",8,32,"sun"
"ahyeon",8,33,"sun"
"yangcheonguchong",8,39,"sun"
"yeoksam",8,50,"sun"
"yeongdeungpoguchong",8,50,"sun"
"wangshipri",8,31,"sun"
"yongdap",8,17,"sun"
"yongdu",8,14,"sun"
"eulji4ga",8,14,"sun"
"euljiipgu",8,21,"sun"
"ewhadae",8,32,"sun"
"jamsil",8,36,"sun"
"jonghapwoondongjang",8,39,"sun"
"chungjeongro",8,33,"sun"
"hanyangdae",8,31,"sun"
"hapjeong",8,40,"sun"
"hongdae",8,36,"sun"
"karaksijang",8,15,"sun"
"kyeongbokgoong",8,56,"sun"
"keongchalhospital",8,9,"sun"
"expressterminal",8,45,"sun"
"gupabal",8,31,"sun"
"geumho",8,46,"sun"
"southterminal",8,43,"sun"
"nokbeon",8,51,"sun"
"daecheong",8,23,"sun"
"daechi",8,24,"sun"
"dokok",8,26,"sun"
"dokripmoon",8,57,"sun"
"dongdaeipgu",8,45,"sun"
"maebong",8,28,"sun"
"mooakjae",8,57,"sun"
"boolkwang",8,44,"sun"
"suseo",8,19,"sun"
"sinsa",8,43,"sun"
"ankook",8,59,"sun"
"apgujeong",8,41,"sun"
"yaksu",8,47,"sun"
"yangjae",8,31,"sun"
"yeonsinnae",8,41,"sun"
"ogum",8,6,"sun"
"oksu",8,46,"sun"
"ilwon",8,21,"sun"
"jamwon",8,44,"sun"
"jichook",8,42,"sun"
"choongmuro",8,95,"sun"
"hakyeowool",8,23,"sun"
"hongje",8,55,"sun"
"killeum",8,50,"sun"
"namtaeryeong",8,65,"sun"
"nowon",8,17,"sun"
"dangkokae",8,3,"sun"
"dongjak",8,36,"sun"
"myeongdong",8,38,"sun"
"mia",8,44,"sun"
"mia4keori",8,47,"sun"
"samkakji",8,36,"sun"
"sangkye",8,11,"sun"
"sungsinyeodae",8,51,"sun"
"sooyou",8,41,"sun"
"sookmyeong",8,34,"sun"
"sinyongsan",8,34,"sun"
"ssangmoon",8,36,"sun"
"ichon",8,34,"sun"
"changdong",8,26,"sun"
"chongsindae",8,39,"sun"
"hanseongdae",8,54,"sun"
"hyehwa",8,53,"sun"
"hoihyeon",8,38,"sun"
"kyodae",8,104,"sun"
"dongdaemon",8,106,"sun"
"dongyeoksa",8,71,"sun"
"sadang",8,104,"sun"
"seoulstation",8,75,"sun"
"sichong",8,67,"sun"
"sinsuldong",8,55,"sun"
"eulji3ga",8,74,"sun"
"jongro3ga",8,111,"sun"
"dongmyo",9,69,"sun"
"jegidong",9,66,"sun"
"jongkak",9,59,"sun"
"jongro5",9,68,"sun"
"cheongryangri",9,65,"sun"
"kangnam",9,67,"sun"
"kangbyeon",9,43,"sun"
"keondae",9,42,"sun"
"gurodigital",9,83,"sun"
"gooui",9,45,"sun"
"kkachisan",9,21,"sun"
"nakseongdae",9,89,"sun"
"dangsan",9,64,"sun"
"daerim",9,83,"sun"
"dorimcheon",9,55,"sun"
"ttooksum",9,39,"sun"
"moonrae",9,69,"sun"
"bangbae",9,84,"sun"
"bongcheon",9,86,"sun"
"samseong",9,51,"sun"
"sangwangshipri",9,43,"sun"
"seouldaeipgu",9,86,"sun"
"seocho",9,84,"sun"
"seonreung",9,59,"sun"
"seongnae",9,44,"sun"
"seongsu",9,39,"sun"
"seongsuG",9,11,"sun"
"sindap",9,18,"sun"
"sindang",9,43,"sun"
"sindaebang",9,80,"sun"
"sindorim",9,77,"sun"
"sindorimG",9,18,"sun"
"sinrim",9,85,"sun"
"sinjeongnegeori",9,47,"sun"
"sincheon",9,57,"sun"
"sinchon",9,46,"sun"
"ahyeon",9,46,"sun"
"yangcheonguchong",9,55,"sun"
"yeoksam",9,70,"sun"
"yeongdeungpoguchong",9,68,"sun"
"wangshipri",9,40,"sun"
"yongdap",9,20,"sun"
"yongdu",9,17,"sun"
"eulji4ga",9,22,"sun"
"euljiipgu",9,30,"sun"
"ewhadae",9,47,"sun"
"jamsil",9,51,"sun"
"jonghapwoondongjang",9,53,"sun"
"chungjeongro",9,47,"sun"
"hanyangdae",9,39,"sun"
"hapjeong",9,57,"sun"
"hongdae",9,51,"sun"
"karaksijang",9,19,"sun"
"kyeongbokgoong",9,84,"sun"
"keongchalhospital",9,12,"sun"
"expressterminal",9,68,"sun"
"gupabal",9,41,"sun"
"geumho",9,67,"sun"
"southterminal",9,59,"sun"
"nokbeon",9,70,"sun"
"daecheong",9,28,"sun"
"daechi",9,31,"sun"
"dokok",9,35,"sun"
"dokripmoon",9,80,"sun"
"dongdaeipgu",9,62,"sun"
"maebong",9,37,"sun"
"mooakjae",9,78,"sun"
"boolkwang",9,59,"sun"
"suseo",9,24,"sun"
"sinsa",9,62,"sun"
"ankook",9,91,"sun"
"apgujeong",9,59,"sun"
"yaksu",9,66,"sun"
"yangjae",9,43,"sun"
"yeonsinnae",9,54,"sun"
"ogum",9,7,"sun"
"oksu",9,66,"sun"
"ilwon",9,27,"sun"
"jamwon",9,65,"sun"
"jichook",9,68,"sun"
"choongmuro",9,148,"sun"
"hakyeowool",9,29,"sun"
"hongje",9,77,"sun"
"killeum",9,72,"sun"
"namtaeryeong",9,119,"sun"
"nowon",9,26,"sun"
"dangkokae",9,4,"sun"
"dongjak",9,63,"sun"
"myeongdong",9,61,"sun"
"mia",9,64,"sun"
"mia4keori",9,68,"sun"
"samkakji",9,59,"sun"
"sangkye",9,15,"sun"
"sungsinyeodae",9,76,"sun"
"sooyou",9,57,"sun"
"sookmyeong",9,57,"sun"
"sinyongsan",9,59,"sun"
"ssangmoon",9,50,"sun"
"ichon",9,59,"sun"
"changdong",9,39,"sun"
"chongsindae",9,66,"sun"
"hanseongdae",9,79,"sun"
"hyehwa",9,81,"sun"
"hoihyeon",9,59,"sun"
"kyodae",9,146,"sun"
"dongdaemon",9,152,"sun"
"dongyeoksa",9,108,"sun"
"sadang",9,153,"sun"
"seoulstation",9,109,"sun"
"sichong",9,97,"sun"
"sinsuldong",9,76,"sun"
"eulji3ga",9,113,"sun"
"jongro3ga",9,161,"sun"
"dongmyo",10,69,"sun"
"jegidong",10,69,"sun"
"jongkak",10,66,"sun"
"jongro5",10,74,"sun"
"cheongryangri",10,59,"sun"
"kangnam",10,84,"sun"
"kangbyeon",10,52,"sun"
"keondae",10,50,"sun"
"gurodigital",10,89,"sun"
"gooui",10,51,"sun"
"kkachisan",10,20,"sun"
"nakseongdae",10,97,"sun"
"dangsan",10,87,"sun"
"daerim",10,91,"sun"
"dorimcheon",10,56,"sun"
"ttooksum",10,48,"sun"
"moonrae",10,90,"sun"
"bangbae",10,94,"sun"
"bongcheon",10,88,"sun"
"samseong",10,59,"sun"
"sangwangshipri",10,53,"sun"
"seouldaeipgu",10,93,"sun"
"seocho",10,93,"sun"
"seonreung",10,73,"sun"
"seongnae",10,50,"sun"
"seongsu",10,45,"sun"
"seongsuG",10,10,"sun"
"sindap",10,31,"sun"
"sindang",10,52,"sun"
"sindaebang",10,85,"sun"
"sindorim",10,88,"sun"
"sindorimG",10,20,"sun"
"sinrim",10,87,"sun"
"sinjeongnegeori",10,44,"sun"
"sincheon",10,63,"sun"
"sinchon",10,65,"sun"
"ahyeon",10,66,"sun"
"yangcheonguchong",10,53,"sun"
"yeoksam",10,84,"sun"
"yeongdeungpoguchong",10,90,"sun"
"wangshipri",10,51,"sun"
"yongdap",10,29,"sun"
"yongdu",10,21,"sun"
"eulji4ga",10,27,"sun"
"euljiipgu",10,43,"sun"
"ewhadae",10,65,"sun"
"jamsil",10,55,"sun"
"jonghapwoondongjang",10,62,"sun"
"chungjeongro",10,66,"sun"
"hanyangdae",10,48,"sun"
"hapjeong",10,80,"sun"
"hongdae",10,71,"sun"
"karaksijang",10,18,"sun"
"kyeongbokgoong",10,72,"sun"
"keongchalhospital",10,11,"sun"
"expressterminal",10,66,"sun"
"gupabal",10,42,"sun"
"geumho",10,67,"sun"
"southterminal",10,58,"sun"
"nokbeon",10,64,"sun"
"daecheong",10,29,"sun"
"daechi",10,30,"sun"
"dokok",10,34,"sun"
"dokripmoon",10,70,"sun"
"dongdaeipgu",10,65,"sun"
"maebong",10,37,"sun"
"mooakjae",10,68,"sun"
"boolkwang",10,58,"sun"
"suseo",10,25,"sun"
"sinsa",10,61,"sun"
"ankook",10,80,"sun"
"apgujeong",10,61,"sun"
"yaksu",10,68,"sun"
"yangjae",10,43,"sun"
"yeonsinnae",10,53,"sun"
"ogum",10,7,"sun"
"oksu",10,67,"sun"
"ilwon",10,26,"sun"
"jamwon",10,63,"sun"
"jichook",10,56,"sun"
"choongmuro",10,150,"sun"
"hakyeowool",10,30,"sun"
"hongje",10,66,"sun"
"killeum",10,67,"sun"
"namtaeryeong",10,157,"sun"
"nowon",10,24,"sun"
"dangkokae",10,4,"sun"
"dongjak",10,63,"sun"
"myeongdong",10,64,"sun"
"mia",10,57,"sun"
"mia4keori",10,63,"sun"
"samkakji",10,59,"sun"
"sangkye",10,14,"sun"
"sungsinyeodae",10,70,"sun"
"sooyou",10,53,"sun"
"sookmyeong",10,57,"sun"
"sinyongsan",10,59,"sun"
"ssangmoon",10,47,"sun"
"ichon",10,59,"sun"
"changdong",10,36,"sun"
"chongsindae",10,67,"sun"
"hanseongdae",10,74,"sun"
"hyehwa",10,76,"sun"
"hoihyeon",10,64,"sun"
"kyodae",10,154,"sun"
"dongdaemon",10,153,"sun"
"dongyeoksa",10,115,"sun"
"sadang",10,173,"sun"
"seoulstation",10,120,"sun"
"sichong",10,116,"sun"
"sinsuldong",10,78,"sun"
"eulji3ga",10,123,"sun"
"jongro3ga",10,159,"sun"
"dongmyo",11,76,"sun"
"jegidong",11,71,"sun"
"jongkak",11,76,"sun"
"jongro5",11,84,"sun"
"cheongryangri",11,69,"sun"
"kangnam",11,90,"sun"
"kangbyeon",11,54,"sun"
"keondae",11,52,"sun"
"gurodigital",11,94,"sun"
"gooui",11,54,"sun"
"kkachisan",11,17,"sun"
"nakseongdae",11,103,"sun"
"dangsan",11,84,"sun"
"daerim",11,95,"sun"
"dorimcheon",11,50,"sun"
"ttooksum",11,50,"sun"
"moonrae",11,88,"sun"
"bangbae",11,97,"sun"
"bongcheon",11,97,"sun"
"samseong",11,70,"sun"
"sangwangshipri",11,55,"sun"
"seouldaeipgu",11,99,"sun"
"seocho",11,97,"sun"
"seonreung",11,82,"sun"
"seongnae",11,53,"sun"
"seongsu",11,52,"sun"
"seongsuG",11,11,"sun"
"sindap",11,23,"sun"
"sindang",11,54,"sun"
"sindaebang",11,92,"sun"
"sindorim",11,93,"sun"
"sindorimG",11,18,"sun"
"sinrim",11,96,"sun"
"sinjeongnegeori",11,41,"sun"
"sincheon",11,73,"sun"
"sinchon",11,65,"sun"
"ahyeon",11,65,"sun"
"yangcheonguchong",11,50,"sun"
"yeoksam",11,91,"sun"
"yeongdeungpoguchong",11,86,"sun"
"wangshipri",11,53,"sun"
"yongdap",11,24,"sun"
"yongdu",11,21,"sun"
"eulji4ga",11,29,"sun"
"euljiipgu",11,44,"sun"
"ewhadae",11,66,"sun"
"jamsil",11,64,"sun"
"jonghapwoondongjang",11,72,"sun"
"chungjeongro",11,67,"sun"
"hanyangdae",11,49,"sun"
"hapjeong",11,73,"sun"
"hongdae",11,68,"sun"
"karaksijang",11,15,"sun"
"kyeongbokgoong",11,70,"sun"
"keongchalhospital",11,10,"sun"
"expressterminal",11,78,"sun"
"gupabal",11,36,"sun"
"geumho",11,72,"sun"
"southterminal",11,61,"sun"
"nokbeon",11,60,"sun"
"daecheong",11,28,"sun"
"daechi",11,30,"sun"
"dokok",11,34,"sun"
"dokripmoon",11,66,"sun"
"dongdaeipgu",11,68,"sun"
"maebong",11,38,"sun"
"mooakjae",11,66,"sun"
"boolkwang",11,53,"sun"
"suseo",11,22,"sun"
"sinsa",11,69,"sun"
"ankook",11,78,"sun"
"apgujeong",11,68,"sun"
"yaksu",11,72,"sun"
"yangjae",11,44,"sun"
"yeonsinnae",11,47,"sun"
"ogum",11,5,"sun"
"oksu",11,72,"sun"
"ilwon",11,26,"sun"
"jamwon",11,72,"sun"
"jichook",11,54,"sun"
"choongmuro",11,154,"sun"
"hakyeowool",11,29,"sun"
"hongje",11,63,"sun"
"killeum",11,62,"sun"
"namtaeryeong",11,120,"sun"
"nowon",11,21,"sun"
"dangkokae",11,4,"sun"
"dongjak",11,59,"sun"
"myeongdong",11,63,"sun"
"mia",11,52,"sun"
"mia4keori",11,56,"sun"
"samkakji",11,59,"sun"
"sangkye",11,11,"sun"
"sungsinyeodae",11,67,"sun"
"sooyou",11,49,"sun"
"sookmyeong",11,58,"sun"
"sinyongsan",11,58,"sun"
"ssangmoon",11,42,"sun"
"ichon",11,59,"sun"
"changdong",11,31,"sun"
"chongsindae",11,62,"sun"
"hanseongdae",11,70,"sun"
"hyehwa",11,73,"sun"
"hoihyeon",11,65,"sun"
"kyodae",11,170,"sun"
"dongdaemon",11,158,"sun"
"dongyeoksa",11,115,"sun"
"sadang",11,165,"sun"
"seoulstation",11,130,"sun"
"sichong",11,127,"sun"
"sinsuldong",11,88,"sun"
"eulji3ga",11,124,"sun"
"jongro3ga",11,172,"sun"
"dongmyo",12,87,"sun"
"jegidong",12,77,"sun"
"jongkak",12,85,"sun"
"jongro5",12,94,"sun"
"cheongryangri",12,70,"sun"
"kangnam",12,97,"sun"
"kangbyeon",12,63,"sun"
"keondae",12,63,"sun"
"gurodigital",12,95,"sun"
"gooui",12,63,"sun"
"kkachisan",12,17,"sun"
"nakseongdae",12,102,"sun"
"dangsan",12,90,"sun"
"daerim",12,95,"sun"
"dorimcheon",12,50,"sun"
"ttooksum",12,63,"sun"
"moonrae",12,91,"sun"
"bangbae",12,100,"sun"
"bongcheon",12,94,"sun"
"samseong",12,76,"sun"
"sangwangshipri",12,68,"sun"
"seouldaeipgu",12,98,"sun"
"seocho",12,100,"sun"
"seonreung",12,86,"sun"
"seongnae",12,65,"sun"
"seongsu",12,63,"sun"
"seongsuG",12,17,"sun"
"sindap",12,25,"sun"
"sindang",12,66,"sun"
"sindaebang",12,92,"sun"
"sindorim",12,96,"sun"
"sindorimG",12,19,"sun"
"sinrim",12,94,"sun"
"sinjeongnegeori",12,40,"sun"
"sincheon",12,80,"sun"
"sinchon",12,76,"sun"
"ahyeon",12,81,"sun"
"yangcheonguchong",12,47,"sun"
"yeoksam",12,97,"sun"
"yeongdeungpoguchong",12,90,"sun"
"wangshipri",12,64,"sun"
"yongdap",12,25,"sun"
"yongdu",12,24,"sun"
"eulji4ga",12,35,"sun"
"euljiipgu",12,54,"sun"
"ewhadae",12,76,"sun"
"jamsil",12,72,"sun"
"jonghapwoondongjang",12,81,"sun"
"chungjeongro",12,81,"sun"
"hanyangdae",12,61,"sun"
"hapjeong",12,86,"sun"
"hongdae",12,75,"sun"
"karaksijang",12,16,"sun"
"kyeongbokgoong",12,68,"sun"
"keongchalhospital",12,10,"sun"
"expressterminal",12,80,"sun"
"gupabal",12,37,"sun"
"geumho",12,78,"sun"
"southterminal",12,64,"sun"
"nokbeon",12,56,"sun"
"daecheong",12,30,"sun"
"daechi",12,33,"sun"
"dokok",12,38,"sun"
"dokripmoon",12,64,"sun"
"dongdaeipgu",12,74,"sun"
"maebong",12,41,"sun"
"mooakjae",12,62,"sun"
"boolkwang",12,50,"sun"
"suseo",12,23,"sun"
"sinsa",12,70,"sun"
"ankook",12,80,"sun"
"apgujeong",12,76,"sun"
"yaksu",12,76,"sun"
"yangjae",12,49,"sun"
"yeonsinnae",12,42,"sun"
"ogum",12,6,"sun"
"oksu",12,80,"sun"
"ilwon",12,27,"sun"
"jamwon",12,78,"sun"
"jichook",12,63,"sun"
"choongmuro",12,164,"sun"
"hakyeowool",12,31,"sun"
"hongje",12,62,"sun"
"killeum",12,66,"sun"
"namtaeryeong",12,141,"sun"
"nowon",12,22,"sun"
"dangkokae",12,4,"sun"
"dongjak",12,64,"sun"
"myeongdong",12,69,"sun"
"mia",12,55,"sun"
"mia4keori",12,59,"sun"
"samkakji",12,62,"sun"
"sangkye",12,11,"sun"
"sungsinyeodae",12,69,"sun"
"sooyou",12,51,"sun"
"sookmyeong",12,64,"sun"
"sinyongsan",12,62,"sun"
"ssangmoon",12,43,"sun"
"ichon",12,62,"sun"
"changdong",12,34,"sun"
"chongsindae",12,67,"sun"
"hanseongdae",12,74,"sun"
"hyehwa",12,76,"sun"
"hoihyeon",12,73,"sun"
"kyodae",12,177,"sun"
"dongdaemon",12,184,"sun"
"dongyeoksa",12,131,"sun"
"sadang",12,171,"sun"
"seoulstation",12,143,"sun"
"sichong",12,143,"sun"
"sinsuldong",12,93,"sun"
"eulji3ga",12,135,"sun"
"jongro3ga",12,184,"sun"
"dongmyo",13,99,"sun"
"jegidong",13,87,"sun"
"jongkak",13,98,"sun"
"jongro5",13,109,"sun"
"cheongryangri",13,78,"sun"
"kangnam",13,115,"sun"
"kangbyeon",13,73,"sun"
"keondae",13,75,"sun"
"gurodigital",13,110,"sun"
"gooui",13,75,"sun"
"kkachisan",13,17,"sun"
"nakseongdae",13,124,"sun"
"dangsan",13,104,"sun"
"daerim",13,116,"sun"
"dorimcheon",13,57,"sun"
"ttooksum",13,69,"sun"
