"stname","clock","crazy","day"
"yeonsinnae",21,40,"week"
"ogum",21,3,"week"
"oksu",21,90,"week"
"ilwon",21,32,"week"
"jamwon",21,87,"week"
"jichook",21,59,"week"
"choongmuro",21,190,"week"
"hakyeowool",21,39,"week"
"hongje",21,67,"week"
"killeum",21,78,"week"
"namtaeryeong",21,101,"week"
"nowon",21,22,"week"
"dangkokae",21,2,"week"
"dongjak",21,66,"week"
"myeongdong",21,83,"week"
"mia",21,64,"week"
"mia4keori",21,69,"week"
"samkakji",21,60,"week"
"sangkye",21,8,"week"
"sungsinyeodae",21,89,"week"
"sooyou",21,54,"week"
"sookmyeong",21,63,"week"
"sinyongsan",21,61,"week"
"ssangmoon",21,43,"week"
"ichon",21,60,"week"
"changdong",21,35,"week"
"chongsindae",21,62,"week"
"hanseongdae",21,94,"week"
"hyehwa",21,107,"week"
"hoihyeon",21,74,"week"
"kyodae",21,253,"week"
"dongdaemon",21,197,"week"
"dongyeoksa",21,160,"week"
"sadang",21,203,"week"
"seoulstation",21,138,"week"
"sichong",21,182,"week"
"sinsuldong",21,98,"week"
"eulji3ga",21,169,"week"
"jongro3ga",21,190,"week"
"dongmyo",22,89,"week"
"jegidong",22,89,"week"
"jongkak",22,101,"week"
"jongro5",22,99,"week"
"cheongryangri",22,75,"week"
"kangnam",22,185,"week"
"kangbyeon",22,80,"week"
"keondae",22,78,"week"
"gurodigital",22,144,"week"
"gooui",22,81,"week"
"kkachisan",22,13,"week"
"nakseongdae",22,175,"week"
"dangsan",22,143,"week"
"daerim",22,140,"week"
"dorimcheon",22,78,"week"
"ttooksum",22,77,"week"
"moonrae",22,151,"week"
"bangbae",22,177,"week"
"bongcheon",22,159,"week"
"samseong",22,123,"week"
"sangwangshipri",22,86,"week"
"seouldaeipgu",22,167,"week"
"seocho",22,173,"week"
"seonreung",22,136,"week"
"seongnae",22,83,"week"
"seongsu",22,80,"week"
"seongsuG",22,19,"week"
"sindap",22,23,"week"
"sindang",22,85,"week"
"sindaebang",22,139,"week"
"sindorim",22,112,"week"
"sindorimG",22,63,"week"
"sinrim",22,145,"week"
"sinjeongnegeori",22,51,"week"
"sincheon",22,103,"week"
"sinchon",22,121,"week"
"ahyeon",22,109,"week"
"yangcheonguchong",22,65,"week"
"yeoksam",22,160,"week"
"yeongdeungpoguchong",22,146,"week"
"wangshipri",22,80,"week"
"yongdap",22,28,"week"
"yongdu",22,25,"week"
"eulji4ga",22,47,"week"
"euljiipgu",22,95,"week"
"ewhadae",22,112,"week"
"jamsil",22,87,"week"
"jonghapwoondongjang",22,111,"week"
"chungjeongro",22,111,"week"
"hanyangdae",22,80,"week"
"hapjeong",22,135,"week"
"hongdae",22,128,"week"
"karaksijang",22,20,"week"
"kyeongbokgoong",22,85,"week"
"keongchalhospital",22,15,"week"
"expressterminal",22,98,"week"
"gupabal",22,39,"week"
"geumho",22,95,"week"
"southterminal",22,93,"week"
"nokbeon",22,62,"week"
"daecheong",22,40,"week"
"daechi",22,50,"week"
"dokok",22,52,"week"
"dokripmoon",22,77,"week"
"dongdaeipgu",22,97,"week"
"maebong",22,61,"week"
"mooakjae",22,74,"week"
"boolkwang",22,56,"week"
"suseo",22,29,"week"
"sinsa",22,102,"week"
"ankook",22,93,"week"
"apgujeong",22,101,"week"
"yaksu",22,91,"week"
"yangjae",22,77,"week"
"yeonsinnae",22,42,"week"
"ogum",22,4,"week"
"oksu",22,94,"week"
"ilwon",22,37,"week"
"jamwon",22,93,"week"
"jichook",22,67,"week"
"choongmuro",22,209,"week"
"hakyeowool",22,46,"week"
"hongje",22,67,"week"
"killeum",22,83,"week"
"namtaeryeong",22,119,"week"
"nowon",22,30,"week"
"dangkokae",22,2,"week"
"dongjak",22,74,"week"
"myeongdong",22,95,"week"
"mia",22,72,"week"
"mia4keori",22,74,"week"
"samkakji",22,73,"week"
"sangkye",22,10,"week"
"sungsinyeodae",22,92,"week"
"sooyou",22,61,"week"
"sookmyeong",22,70,"week"
"sinyongsan",22,74,"week"
"ssangmoon",22,50,"week"
"ichon",22,74,"week"
"changdong",22,43,"week"
"chongsindae",22,72,"week"
"hanseongdae",22,98,"week"
"hyehwa",22,122,"week"
"hoihyeon",22,83,"week"
"kyodae",22,278,"week"
"dongdaemon",22,214,"week"
"dongyeoksa",22,174,"week"
"sadang",22,250,"week"
"seoulstation",22,151,"week"
"sichong",22,186,"week"
"sinsuldong",22,106,"week"
"eulji3ga",22,182,"week"
"jongro3ga",22,200,"week"
"dongmyo",23,53,"week"
"jegidong",23,49,"week"
"jongkak",23,61,"week"
"jongro5",23,59,"week"
"cheongryangri",23,52,"week"
"kangnam",23,119,"week"
"kangbyeon",23,56,"week"
"keondae",23,58,"week"
"gurodigital",23,101,"week"
"gooui",23,57,"week"
"kkachisan",23,8,"week"
"nakseongdae",23,110,"week"
"dangsan",23,97,"week"
"daerim",23,102,"week"
"dorimcheon",23,53,"week"
"ttooksum",23,51,"week"
"moonrae",23,102,"week"
"bangbae",23,117,"week"
"bongcheon",23,102,"week"
"samseong",23,80,"week"
"sangwangshipri",23,59,"week"
"seouldaeipgu",23,105,"week"
"seocho",23,115,"week"
"seonreung",23,87,"week"
"seongnae",23,59,"week"
"seongsu",23,60,"week"
"seongsuG",23,10,"week"
"sindap",23,16,"week"
"sindang",23,58,"week"
"sindaebang",23,97,"week"
"sindorim",23,80,"week"
"sindorimG",23,45,"week"
"sinrim",23,92,"week"
"sinjeongnegeori",23,37,"week"
"sincheon",23,70,"week"
"sinchon",23,80,"week"
"ahyeon",23,75,"week"
"yangcheonguchong",23,48,"week"
"yeoksam",23,106,"week"
"yeongdeungpoguchong",23,96,"week"
"wangshipri",23,54,"week"
"yongdap",23,14,"week"
"yongdu",23,14,"week"
"eulji4ga",23,32,"week"
"euljiipgu",23,63,"week"
"ewhadae",23,75,"week"
"jamsil",23,58,"week"
"jonghapwoondongjang",23,72,"week"
"chungjeongro",23,75,"week"
"hanyangdae",23,53,"week"
"hapjeong",23,92,"week"
"hongdae",23,87,"week"
"karaksijang",23,26,"week"
"kyeongbokgoong",23,60,"week"
"keongchalhospital",23,18,"week"
"expressterminal",23,67,"week"
"gupabal",23,25,"week"
"geumho",23,64,"week"
"southterminal",23,63,"week"
"nokbeon",23,44,"week"
"daecheong",23,31,"week"
"daechi",23,35,"week"
"dokok",23,39,"week"
"dokripmoon",23,54,"week"
"dongdaeipgu",23,62,"week"
"maebong",23,44,"week"
"mooakjae",23,57,"week"
"boolkwang",23,41,"week"
"suseo",23,24,"week"
"sinsa",23,66,"week"
"ankook",23,63,"week"
"apgujeong",23,65,"week"
"yaksu",23,62,"week"
"yangjae",23,52,"week"
"yeonsinnae",23,30,"week"
"ogum",23,11,"week"
"oksu",23,61,"week"
"ilwon",23,29,"week"
"jamwon",23,63,"week"
"jichook",23,44,"week"
"choongmuro",23,146,"week"
"hakyeowool",23,35,"week"
"hongje",23,51,"week"
"killeum",23,72,"week"
"namtaeryeong",23,97,"week"
"nowon",23,22,"week"
"dangkokae",23,1,"week"
"dongjak",23,63,"week"
"myeongdong",23,70,"week"
"mia",23,61,"week"
"mia4keori",23,64,"week"
"samkakji",23,61,"week"
"sangkye",23,8,"week"
"sungsinyeodae",23,78,"week"
"sooyou",23,50,"week"
"sookmyeong",23,59,"week"
"sinyongsan",23,61,"week"
"ssangmoon",23,41,"week"
"ichon",23,60,"week"
"changdong",23,32,"week"
"chongsindae",23,60,"week"
"hanseongdae",23,84,"week"
"hyehwa",23,102,"week"
"hoihyeon",23,64,"week"
"kyodae",23,187,"week"
"dongdaemon",23,150,"week"
"dongyeoksa",23,133,"week"
"sadang",23,176,"week"
"seoulstation",23,107,"week"
"sichong",23,117,"week"
"sinsuldong",23,57,"week"
"eulji3ga",23,119,"week"
"jongro3ga",23,129,"week"
"dongmyo",24,7,"week"
"jegidong",24,11,"week"
"jongkak",24,9,"week"
"jongro5",24,10,"week"
"cheongryangri",24,9,"week"
"kangnam",24,25,"week"
"kangbyeon",24,21,"week"
"keondae",24,28,"week"
"gurodigital",24,31,"week"
"gooui",24,24,"week"
"kkachisan",24,3,"week"
"nakseongdae",24,29,"week"
"dangsan",24,23,"week"
"daerim",24,35,"week"
"dorimcheon",24,13,"week"
"ttooksum",24,16,"week"
"moonrae",24,29,"week"
"bangbae",24,36,"week"
"bongcheon",24,31,"week"
"samseong",24,23,"week"
"sangwangshipri",24,20,"week"
"seouldaeipgu",24,33,"week"
"seocho",24,31,"week"
"seonreung",24,23,"week"
"seongnae",24,21,"week"
"seongsu",24,37,"week"
"seongsuG",24,3,"week"
"sindap",24,3,"week"
"sindang",24,20,"week"
"sindaebang",24,29,"week"
"sindorim",24,22,"week"
"sindorimG",24,12,"week"
"sinrim",24,25,"week"
"sinjeongnegeori",24,11,"week"
"sincheon",24,18,"week"
"sinchon",24,21,"week"
"ahyeon",24,24,"week"
"yangcheonguchong",24,14,"week"
"yeoksam",24,30,"week"
"yeongdeungpoguchong",24,24,"week"
"wangshipri",24,20,"week"
"yongdap",24,3,"week"
"yongdu",24,3,"week"
"eulji4ga",24,14,"week"
"euljiipgu",24,16,"week"
"ewhadae",24,23,"week"
"jamsil",24,15,"week"
"jonghapwoondongjang",24,22,"week"
"chungjeongro",24,25,"week"
"hanyangdae",24,20,"week"
"hapjeong",24,23,"week"
"hongdae",24,15,"week"
"karaksijang",24,8,"week"
"kyeongbokgoong",24,16,"week"
"keongchalhospital",24,4,"week"
"expressterminal",24,13,"week"
"gupabal",24,10,"week"
"geumho",24,16,"week"
"southterminal",24,10,"week"
"nokbeon",24,16,"week"
"daecheong",24,9,"week"
"daechi",24,9,"week"
"dokok",24,10,"week"
"dokripmoon",24,14,"week"
"dongdaeipgu",24,14,"week"
"maebong",24,10,"week"
"mooakjae",24,20,"week"
"boolkwang",24,13,"week"
"suseo",24,7,"week"
"sinsa",24,12,"week"
"ankook",24,16,"week"
"apgujeong",24,10,"week"
"yaksu",24,16,"week"
"yangjae",24,10,"week"
"yeonsinnae",24,11,"week"
"ogum",24,1,"week"
"oksu",24,14,"week"
"ilwon",24,9,"week"
"jamwon",24,13,"week"
"jichook",24,21,"week"
"choongmuro",24,37,"week"
"hakyeowool",24,11,"week"
"hongje",24,17,"week"
"killeum",24,24,"week"
"namtaeryeong",24,30,"week"
"nowon",24,7,"week"
"dangkokae",24,0,"week"
"dongjak",24,18,"week"
"myeongdong",24,15,"week"
"mia",24,20,"week"
"mia4keori",24,21,"week"
"samkakji",24,18,"week"
"sangkye",24,2,"week"
"sungsinyeodae",24,25,"week"
"sooyou",24,16,"week"
"sookmyeong",24,17,"week"
"sinyongsan",24,18,"week"
"ssangmoon",24,11,"week"
"ichon",24,17,"week"
"changdong",24,10,"week"
"chongsindae",24,16,"week"
"hanseongdae",24,24,"week"
"hyehwa",24,30,"week"
"hoihyeon",24,16,"week"
"kyodae",24,45,"week"
"dongdaemon",24,34,"week"
"dongyeoksa",24,41,"week"
"sadang",24,58,"week"
"seoulstation",24,26,"week"
"sichong",24,28,"week"
"sinsuldong",24,14,"week"
"eulji3ga",24,31,"week"
"jongro3ga",24,28,"week"
"dongmyo",5,35,"satur"
"jegidong",5,50,"satur"
"jongkak",5,39,"satur"
"jongro5",5,38,"satur"
"cheongryangri",5,49,"satur"
"kangnam",5,108,"satur"
"kangbyeon",5,37,"satur"
"keondae",5,51,"satur"
"gurodigital",5,128,"satur"
"gooui",5,41,"satur"
"kkachisan",5,16,"satur"
"nakseongdae",5,113,"satur"
"dangsan",5,79,"satur"
"daerim",5,139,"satur"
"dorimcheon",5,48,"satur"
"ttooksum",5,39,"satur"
"moonrae",5,85,"satur"
"bangbae",5,118,"satur"
"bongcheon",5,108,"satur"
"samseong",5,38,"satur"
"sangwangshipri",5,44,"satur"
"seouldaeipgu",5,93,"satur"
"seocho",5,115,"satur"
"seonreung",5,61,"satur"
"seongnae",5,40,"satur"
"seongsu",5,54,"satur"
"seongsuG",5,2,"satur"
"sindap",5,13,"satur"
"sindang",5,51,"satur"
"sindaebang",5,110,"satur"
"sindorim",5,63,"satur"
"sindorimG",5,16,"satur"
"sinrim",5,113,"satur"
"sinjeongnegeori",5,44,"satur"
"sincheon",5,46,"satur"
"sinchon",5,62,"satur"
"ahyeon",5,48,"satur"
"yangcheonguchong",5,50,"satur"
"yeoksam",5,93,"satur"
"yeongdeungpoguchong",5,82,"satur"
"wangshipri",5,43,"satur"
"yongdap",5,17,"satur"
"yongdu",5,12,"satur"
"eulji4ga",5,25,"satur"
"euljiipgu",5,31,"satur"
"ewhadae",5,54,"satur"
"jamsil",5,42,"satur"
"jonghapwoondongjang",5,45,"satur"
"chungjeongro",5,48,"satur"
"hanyangdae",5,42,"satur"
"hapjeong",5,79,"satur"
"hongdae",5,77,"satur"
"karaksijang",5,9,"satur"
"kyeongbokgoong",5,42,"satur"
"keongchalhospital",5,5,"satur"
"expressterminal",5,26,"satur"
"gupabal",5,33,"satur"
"geumho",5,51,"satur"
"southterminal",5,30,"satur"
"nokbeon",5,42,"satur"
"daecheong",5,14,"satur"
"daechi",5,15,"satur"
"dokok",5,14,"satur"
"dokripmoon",5,38,"satur"
"dongdaeipgu",5,39,"satur"
"maebong",5,15,"satur"
"mooakjae",5,43,"satur"
"boolkwang",5,40,"satur"
"suseo",5,8,"satur"
"sinsa",5,30,"satur"
"ankook",5,42,"satur"
"apgujeong",5,28,"satur"
"yaksu",5,44,"satur"
"yangjae",5,17,"satur"
"yeonsinnae",5,41,"satur"
"ogum",5,5,"satur"
"oksu",5,49,"satur"
"ilwon",5,12,"satur"
"jamwon",5,28,"satur"
"jichook",5,67,"satur"
"choongmuro",5,88,"satur"
"hakyeowool",5,15,"satur"
"hongje",5,46,"satur"
"killeum",5,71,"satur"
"namtaeryeong",5,42,"satur"
"nowon",5,13,"satur"
"dangkokae",5,4,"satur"
"dongjak",5,11,"satur"
"myeongdong",5,47,"satur"
"mia",5,61,"satur"
"mia4keori",5,69,"satur"
"samkakji",5,51,"satur"
"sangkye",5,10,"satur"
"sungsinyeodae",5,75,"satur"
"sooyou",5,61,"satur"
"sookmyeong",5,44,"satur"
"sinyongsan",5,51,"satur"
"ssangmoon",5,21,"satur"
"ichon",5,52,"satur"
"changdong",5,14,"satur"
"chongsindae",5,21,"satur"
"hanseongdae",5,64,"satur"
"hyehwa",5,69,"satur"
"hoihyeon",5,46,"satur"
"kyodae",5,151,"satur"
"dongdaemon",5,109,"satur"
"dongyeoksa",5,90,"satur"
"sadang",5,147,"satur"
"seoulstation",5,63,"satur"
"sichong",5,71,"satur"
"sinsuldong",5,59,"satur"
"eulji3ga",5,71,"satur"
"jongro3ga",5,84,"satur"
"dongmyo",6,50,"satur"
"jegidong",6,49,"satur"
"jongkak",6,45,"satur"
"jongro5",6,50,"satur"
"cheongryangri",6,42,"satur"
"kangnam",6,65,"satur"
"kangbyeon",6,31,"satur"
"keondae",6,40,"satur"
"gurodigital",6,67,"satur"
"gooui",6,37,"satur"
"kkachisan",6,14,"satur"
"nakseongdae",6,84,"satur"
"dangsan",6,56,"satur"
"daerim",6,68,"satur"
"dorimcheon",6,49,"satur"
"ttooksum",6,38,"satur"
"moonrae",6,64,"satur"
"bangbae",6,80,"satur"
"bongcheon",6,75,"satur"
"samseong",6,44,"satur"
"sangwangshipri",6,38,"satur"
"seouldaeipgu",6,81,"satur"
"seocho",6,79,"satur"
"seonreung",6,54,"satur"
"seongnae",6,34,"satur"
"seongsu",6,34,"satur"
"seongsuG",6,7,"satur"
"sindap",6,17,"satur"
"sindang",6,36,"satur"
"sindaebang",6,68,"satur"
"sindorim",6,56,"satur"
"sindorimG",6,23,"satur"
"sinrim",6,74,"satur"
"sinjeongnegeori",6,41,"satur"
"sincheon",6,44,"satur"
"sinchon",6,38,"satur"
"ahyeon",6,39,"satur"
"yangcheonguchong",6,47,"satur"
"yeoksam",6,61,"satur"
"yeongdeungpoguchong",6,61,"satur"
"wangshipri",6,38,"satur"
"yongdap",6,20,"satur"
"yongdu",6,15,"satur"
"eulji4ga",6,18,"satur"
"euljiipgu",6,26,"satur"
"ewhadae",6,37,"satur"
"jamsil",6,36,"satur"
"jonghapwoondongjang",6,42,"satur"
"chungjeongro",6,40,"satur"
"hanyangdae",6,36,"satur"
"hapjeong",6,47,"satur"
"hongdae",6,42,"satur"
"karaksijang",6,12,"satur"
"kyeongbokgoong",6,42,"satur"
"keongchalhospital",6,7,"satur"
"expressterminal",6,44,"satur"
"gupabal",6,25,"satur"
"geumho",6,40,"satur"
"southterminal",6,40,"satur"
"nokbeon",6,37,"satur"
"daecheong",6,21,"satur"
"daechi",6,23,"satur"
"dokok",6,26,"satur"
"dokripmoon",6,43,"satur"
"dongdaeipgu",6,36,"satur"
"maebong",6,27,"satur"
"mooakjae",6,41,"satur"
"boolkwang",6,33,"satur"
"suseo",6,13,"satur"
"sinsa",6,38,"satur"
"ankook",6,42,"satur"
"apgujeong",6,39,"satur"
"yaksu",6,39,"satur"
"yangjae",6,29,"satur"
"yeonsinnae",6,31,"satur"
"ogum",6,4,"satur"
"oksu",6,40,"satur"
"ilwon",6,19,"satur"
"jamwon",6,40,"satur"
"jichook",6,33,"satur"
"choongmuro",6,83,"satur"
"hakyeowool",6,22,"satur"
"hongje",6,39,"satur"
"killeum",6,45,"satur"
"namtaeryeong",6,63,"satur"
"nowon",6,17,"satur"
"dangkokae",6,2,"satur"
"dongjak",6,37,"satur"
"myeongdong",6,35,"satur"
"mia",6,39,"satur"
"mia4keori",6,43,"satur"
"samkakji",6,33,"satur"
"sangkye",6,10,"satur"
"sungsinyeodae",6,48,"satur"
"sooyou",6,35,"satur"
"sookmyeong",6,33,"satur"
"sinyongsan",6,33,"satur"
"ssangmoon",6,34,"satur"
"ichon",6,32,"satur"
"changdong",6,26,"satur"
"chongsindae",6,37,"satur"
"hanseongdae",6,49,"satur"
"hyehwa",6,51,"satur"
"hoihyeon",6,33,"satur"
"kyodae",6,118,"satur"
"dongdaemon",6,101,"satur"
"dongyeoksa",6,72,"satur"
"sadang",6,113,"satur"
"seoulstation",6,67,"satur"
"sichong",6,74,"satur"
"sinsuldong",6,60,"satur"
"eulji3ga",6,63,"satur"
"jongro3ga",6,91,"satur"
"dongmyo",7,49,"satur"
"jegidong",7,49,"satur"
"jongkak",7,44,"satur"
"jongro5",7,50,"satur"
"cheongryangri",7,45,"satur"
"kangnam",7,58,"satur"
"kangbyeon",7,32,"satur"
"keondae",7,38,"satur"
"gurodigital",7,62,"satur"
"gooui",7,37,"satur"
"kkachisan",7,17,"satur"
"nakseongdae",7,70,"satur"
"dangsan",7,52,"satur"
"daerim",7,63,"satur"
"dorimcheon",7,43,"satur"
"ttooksum",7,33,"satur"
"moonrae",7,55,"satur"
"bangbae",7,68,"satur"
"bongcheon",7,66,"satur"
"samseong",7,42,"satur"
"sangwangshipri",7,38,"satur"
"seouldaeipgu",7,67,"satur"
"seocho",7,66,"satur"
"seonreung",7,49,"satur"
"seongnae",7,36,"satur"
"seongsu",7,32,"satur"
"seongsuG",7,8,"satur"
"sindap",7,20,"satur"
"sindang",7,37,"satur"
"sindaebang",7,61,"satur"
"sindorim",7,58,"satur"
"sindorimG",7,14,"satur"
"sinrim",7,65,"satur"
"sinjeongnegeori",7,34,"satur"
"sincheon",7,43,"satur"
"sinchon",7,39,"satur"
"ahyeon",7,39,"satur"
"yangcheonguchong",7,41,"satur"
"yeoksam",7,55,"satur"
"yeongdeungpoguchong",7,54,"satur"
"wangshipri",7,37,"satur"
"yongdap",7,22,"satur"
"yongdu",7,18,"satur"
"eulji4ga",7,17,"satur"
"euljiipgu",7,26,"satur"
"ewhadae",7,39,"satur"
"jamsil",7,40,"satur"
"jonghapwoondongjang",7,41,"satur"
"chungjeongro",7,39,"satur"
"hanyangdae",7,36,"satur"
"hapjeong",7,47,"satur"
"hongdae",7,43,"satur"
"karaksijang",7,12,"satur"
"kyeongbokgoong",7,50,"satur"
"keongchalhospital",7,8,"satur"
"expressterminal",7,46,"satur"
"gupabal",7,27,"satur"
"geumho",7,45,"satur"
"southterminal",7,42,"satur"
"nokbeon",7,46,"satur"
"daecheong",7,21,"satur"
"daechi",7,22,"satur"
"dokok",7,25,"satur"
"dokripmoon",7,49,"satur"
"dongdaeipgu",7,45,"satur"
"maebong",7,27,"satur"
"mooakjae",7,52,"satur"
"boolkwang",7,42,"satur"
"suseo",7,17,"satur"
"sinsa",7,43,"satur"
"ankook",7,51,"satur"
"apgujeong",7,42,"satur"
"yaksu",7,46,"satur"
"yangjae",7,30,"satur"
"yeonsinnae",7,35,"satur"
"ogum",7,5,"satur"
"oksu",7,46,"satur"
"ilwon",7,17,"satur"
"jamwon",7,46,"satur"
"jichook",7,45,"satur"
"choongmuro",7,95,"satur"
"hakyeowool",7,21,"satur"
"hongje",7,50,"satur"
"killeum",7,59,"satur"
"namtaeryeong",7,73,"satur"
"nowon",7,18,"satur"
"dangkokae",7,4,"satur"
"dongjak",7,36,"satur"
"myeongdong",7,39,"satur"
"mia",7,49,"satur"
"mia4keori",7,55,"satur"
"samkakji",7,34,"satur"
"sangkye",7,11,"satur"
"sungsinyeodae",7,60,"satur"
"sooyou",7,46,"satur"
"sookmyeong",7,32,"satur"
"sinyongsan",7,33,"satur"
"ssangmoon",7,39,"satur"
"ichon",7,34,"satur"
"changdong",7,27,"satur"
"chongsindae",7,39,"satur"
"hanseongdae",7,63,"satur"
"hyehwa",7,62,"satur"
"hoihyeon",7,37,"satur"
"kyodae",7,111,"satur"
"dongdaemon",7,111,"satur"
"dongyeoksa",7,81,"satur"
"sadang",7,106,"satur"
"seoulstation",7,71,"satur"
"sichong",7,74,"satur"
"sinsuldong",7,60,"satur"
"eulji3ga",7,73,"satur"
"jongro3ga",7,99,"satur"
"dongmyo",8,83,"satur"
"jegidong",8,76,"satur"
"jongkak",8,72,"satur"
"jongro5",8,85,"satur"
"cheongryangri",8,76,"satur"
"kangnam",8,92,"satur"
"kangbyeon",8,58,"satur"
"keondae",8,66,"satur"
"gurodigital",8,100,"satur"
"gooui",8,64,"satur"
"kkachisan",8,26,"satur"
"nakseongdae",8,120,"satur"
"dangsan",8,80,"satur"
"daerim",8,105,"satur"
"dorimcheon",8,67,"satur"
"ttooksum",8,58,"satur"
"moonrae",8,90,"satur"
"bangbae",8,116,"satur"
"bongcheon",8,108,"satur"
"samseong",8,60,"satur"
"sangwangshipri",8,60,"satur"
"seouldaeipgu",8,114,"satur"
"seocho",8,114,"satur"
"seonreung",8,78,"satur"
"seongnae",8,59,"satur"
"seongsu",8,57,"satur"
"seongsuG",8,10,"satur"
"sindap",8,30,"satur"
"sindang",8,60,"satur"
"sindaebang",8,100,"satur"
"sindorim",8,100,"satur"
"sindorimG",8,22,"satur"
"sinrim",8,108,"satur"
"sinjeongnegeori",8,56,"satur"
"sincheon",8,65,"satur"
"sinchon",8,56,"satur"
"ahyeon",8,58,"satur"
"yangcheonguchong",8,65,"satur"
"yeoksam",8,91,"satur"
"yeongdeungpoguchong",8,88,"satur"
"wangshipri",8,61,"satur"
"yongdap",8,35,"satur"
"yongdu",8,26,"satur"
"eulji4ga",8,26,"satur"
"euljiipgu",8,39,"satur"
"ewhadae",8,56,"satur"
"jamsil",8,64,"satur"
"jonghapwoondongjang",8,63,"satur"
"chungjeongro",8,59,"satur"
"hanyangdae",8,56,"satur"
"hapjeong",8,71,"satur"
"hongdae",8,64,"satur"
"karaksijang",8,24,"satur"
"kyeongbokgoong",8,96,"satur"
"keongchalhospital",8,16,"satur"
"expressterminal",8,90,"satur"
"gupabal",8,48,"satur"
"geumho",8,87,"satur"
"southterminal",8,81,"satur"
"nokbeon",8,84,"satur"
"daecheong",8,41,"satur"
"daechi",8,43,"satur"
"dokok",8,48,"satur"
"dokripmoon",8,96,"satur"
"dongdaeipgu",8,85,"satur"
"maebong",8,51,"satur"
"mooakjae",8,96,"satur"
"boolkwang",8,71,"satur"
"suseo",8,31,"satur"
"sinsa",8,81,"satur"
"ankook",8,100,"satur"
"apgujeong",8,76,"satur"
"yaksu",8,89,"satur"
"yangjae",8,59,"satur"
"yeonsinnae",8,63,"satur"
"ogum",8,10,"satur"
"oksu",8,90,"satur"
"ilwon",8,36,"satur"
"jamwon",8,84,"satur"
"jichook",8,62,"satur"
"choongmuro",8,173,"satur"
"hakyeowool",8,41,"satur"
"hongje",8,93,"satur"
"killeum",8,96,"satur"
"namtaeryeong",8,103,"satur"
"nowon",8,32,"satur"
"dangkokae",8,6,"satur"
"dongjak",8,61,"satur"
"myeongdong",8,68,"satur"
"mia",8,82,"satur"
"mia4keori",8,90,"satur"
"samkakji",8,62,"satur"
"sangkye",8,18,"satur"
"sungsinyeodae",8,101,"satur"
"sooyou",8,75,"satur"
"sookmyeong",8,60,"satur"
"sinyongsan",8,59,"satur"
"ssangmoon",8,63,"satur"
"ichon",8,59,"satur"
"changdong",8,48,"satur"
"chongsindae",8,66,"satur"
"hanseongdae",8,105,"satur"
"hyehwa",8,104,"satur"
"hoihyeon",8,65,"satur"
"kyodae",8,199,"satur"
"dongdaemon",8,187,"satur"
"dongyeoksa",8,135,"satur"
"sadang",8,185,"satur"
"seoulstation",8,126,"satur"
"sichong",8,114,"satur"
"sinsuldong",8,94,"satur"
"eulji3ga",8,134,"satur"
"jongro3ga",8,182,"satur"
"dongmyo",9,96,"satur"
"jegidong",9,89,"satur"
"jongkak",9,82,"satur"
"jongro5",9,94,"satur"
"cheongryangri",9,85,"satur"
"kangnam",9,99,"satur"
"kangbyeon",9,62,"satur"
"keondae",9,63,"satur"
"gurodigital",9,106,"satur"
"gooui",9,65,"satur"
"kkachisan",9,25,"satur"
"nakseongdae",9,125,"satur"
"dangsan",9,88,"satur"
"daerim",9,108,"satur"
"dorimcheon",9,65,"satur"
"ttooksum",9,61,"satur"
"moonrae",9,93,"satur"
"bangbae",9,127,"satur"
"bongcheon",9,116,"satur"
"samseong",9,71,"satur"
"sangwangshipri",9,68,"satur"
"seouldaeipgu",9,117,"satur"
"seocho",9,127,"satur"
"seonreung",9,85,"satur"
"seongnae",9,63,"satur"
"seongsu",9,61,"satur"
"seongsuG",9,12,"satur"
"sindap",9,25,"satur"
"sindang",9,67,"satur"
"sindaebang",9,104,"satur"
"sindorim",9,102,"satur"
"sindorimG",9,22,"satur"
"sinrim",9,113,"satur"
"sinjeongnegeori",9,55,"satur"
"sincheon",9,75,"satur"
"sinchon",9,65,"satur"
"ahyeon",9,68,"satur"
"yangcheonguchong",9,65,"satur"
"yeoksam",9,101,"satur"
"yeongdeungpoguchong",9,92,"satur"
"wangshipri",9,65,"satur"
"yongdap",9,29,"satur"
"yongdu",9,25,"satur"
"eulji4ga",9,31,"satur"
"euljiipgu",9,45,"satur"
"ewhadae",9,66,"satur"
"jamsil",9,72,"satur"
"jonghapwoondongjang",9,75,"satur"
"chungjeongro",9,69,"satur"
"hanyangdae",9,60,"satur"
"hapjeong",9,80,"satur"
"hongdae",9,73,"satur"
"karaksijang",9,24,"satur"
"kyeongbokgoong",9,106,"satur"
"keongchalhospital",9,16,"satur"
"expressterminal",9,109,"satur"
"gupabal",9,49,"satur"
"geumho",9,105,"satur"
"southterminal",9,88,"satur"
"nokbeon",9,85,"satur"
"daecheong",9,39,"satur"
"daechi",9,43,"satur"
"dokok",9,50,"satur"
"dokripmoon",9,100,"satur"
"dongdaeipgu",9,95,"satur"
"maebong",9,54,"satur"
"mooakjae",9,99,"satur"
"boolkwang",9,74,"satur"
"suseo",9,31,"satur"
"sinsa",9,95,"satur"
"ankook",9,114,"satur"
"apgujeong",9,88,"satur"
"yaksu",9,103,"satur"
"yangjae",9,64,"satur"
"yeonsinnae",9,63,"satur"
"ogum",9,10,"satur"
"oksu",9,105,"satur"
